age,CHI_Month_0,CHI_0_1,Support_Cases_0,Support_Cases_0_1,SP_0,SP_0_1,Logins,Blog,Views,LastLogin,churn
7,103,1,0,2,0,3,11,0,8,4,0
6,102,32,2,0,3,0,13,0,42,3,0
7,112,29,2,1,3,0,10,1,15,4,0
6,163,52,2,1,3,0,118,0,58,0,0
6,48,0,0,0,0,0,7,2,55,5,0
6,55,0,0,0,0,0,10,1,12,3,0
5,56,8,2,2,3,3,28,0,0,2,0
6,173,58,4,3,2.5,0.5,70,3,62,1,0
6,149,18,0,1,0,3,43,2,0,0,0
6,146,15,0,2,0,2.5,33,1,397,1,0
6,89,58,0,1,0,3,25,1,9,0,1
6,116,11,0,0,0,0,7,1,32,3,0
5,191,49,2,0,2.5,0.5,208,2,27,1,0
6,167,0,0,0,0,0,12,4,138,2,0
5,92,25,0,1,0,3,31,2,116,3,0
7,105,45,1,6,3,0,25,2,22,1,0
6,183,24,0,0,0,0,41,1,337,2,0
6,5,0,1,1,3,3,5,0,0,12,0
6,61,10,0,0,0,0,15,0,12,13,0
7,54,21,0,0,0,0,11,1,3,21,0
6,98,17,3,5,3,0,1,3,6,3,0
6,80,58,0,0,0,0,1,0,0,5,0
5,138,11,2,2,2,1,23,3,35,1,0
5,199,14,1,4,3,0,47,11,402,0,0
6,84,36,0,0,0,0,24,1,104,1,0
6,0,0,0,0,0,0,0,0,0,31,0
6,74,14,0,0,0,0,26,0,0,0,0
6,147,33,7,5,3,0,121,0,86,1,0
6,126,7,0,2,0,3,87,1,310,3,0
6,150,1,2,1,2.5,0.5,47,5,907,1,0
6,129,28,0,0,0,0,41,6,"2,462.00",5,0
6,146,2,2,2,3,3,20,2,117,2,0
6,133,7,1,0,3,0,42,6,127,1,0
5,164,50,4,2,3,0.5,34,0,41,6,0
6,183,60,9,7,3,1,149,9,18,2,0
6,199,19,7,3,3,0,1,75,719,0,0
5,72,33,1,0,3,0,15,3,105,0,0
2,0,0,0,0,0,0,0,0,0,0,0
5,82,11,0,0,0,0,7,0,360,0,0
6,6,40,0,0,0,0,5,0,0,5,0
6,79,17,0,1,0,3,1,1,587,1,0
6,144,27,0,0,0,0,34,8,"7,158.00",0,0
4,85,63,0,1,0,3,41,8,10,0,0
4,102,36,0,0,0,0,8,2,94,0,0
6,123,47,1,1,3,0.5,36,1,72,0,0
5,113,10,1,0,3,0,16,1,0,4,0
6,173,6,2,29,3,0,38,10,3,3,0
6,134,9,0,4,0,3,20,0,13,0,0
6,0,0,0,0,0,0,0,0,"1,846.00",31,1
6,97,22,0,1,0,3,72,3,34,1,0
6,11,59,0,6,0,3,28,0,2,0,0
5,74,4,1,0,3,0,41,4,0,2,0
6,185,4,7,3,2.9,0.1,33,0,6,0,0
6,174,85,5,1,2.8,0,146,4,17,0,0
6,92,57,2,2,3,3,14,1,28,0,0
6,67,16,1,0,3,0,12,1,112,8,0
5,60,7,0,1,0,3,8,3,0,3,0
6,63,2,0,3,0,3,3,0,71,0,0
6,52,9,0,1,0,3,22,2,30,5,0
6,66,17,0,0,0,0,5,1,22,1,0
6,51,0,0,0,0,0,7,1,14,0,0
6,70,9,0,1,0,3,8,3,40,8,0
6,93,45,0,2,0,3,11,1,18,0,0
5,29,4,2,2,3,3,10,0,0,15,0
2,0,0,0,0,0,0,0,0,0,0,0
6,82,62,0,0,0,0,3,0,0,17,0
6,181,74,11,2,3,0,31,9,203,0,0
5,136,21,1,0,3,0,11,0,10,2,0
6,117,25,4,2,3,0,38,1,44,0,0
6,37,15,4,1,3,0,12,0,28,1,0
6,9,9,0,0,0,0,3,0,0,31,0
6,110,23,1,1,2,2,34,0,"1,887.00",2,0
6,167,24,7,1,2.6,0.4,165,5,34,0,0
6,101,19,0,2,0,3,118,0,161,0,0
6,6,6,0,0,0,0,2,0,7,31,0
4,198,110,1,2,2,0.7,24,2,190,0,0
6,207,14,1,6,3,0,90,4,147,0,0
4,56,56,2,2,3,3,116,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,1,0,1,3,0
6,93,21,0,1,0,3,4,1,19,6,0
6,37,22,0,0,0,0,12,1,6,0,0
6,92,31,0,0,0,0,9,4,37,1,0
5,0,31,0,0,0,0,10,0,243,0,1
6,158,17,13,3,3,0,8,4,132,0,0
5,100,73,3,3,3,3,27,1,15,2,0
6,205,2,5,7,2.8,0.2,2,0,926,1,0
6,216,2,12,5,3,0,36,3,421,0,0
6,21,21,5,1,3,0,0,0,4,16,0
4,142,129,1,1,3,3,145,1,41,3,0
6,58,14,0,2,0,3,1,0,23,10,0
6,149,1,2,2,3,3,2,0,101,0,0
6,139,23,2,5,3,0,14,3,339,3,0
6,1,1,0,0,0,0,2,0,0,5,0
4,61,12,1,0,3,3,73,0,0,0,0
6,21,8,0,0,0,0,5,0,0,10,0
6,117,13,2,1,3,0,11,0,55,7,0
6,112,83,1,0,3,3,33,1,57,4,0
5,38,39,0,1,0,3,20,0,69,0,0
6,17,17,0,0,0,0,21,0,27,5,0
6,35,17,1,1,3,3,16,0,23,5,0
6,18,3,0,0,0,0,2,0,0,13,0
2,0,0,0,0,0,0,0,0,0,0,0
6,51,10,0,3,0,3,6,2,2,8,0
6,124,16,1,0,3,0,68,20,1,0,0
6,124,29,0,0,0,0,32,1,86,0,0
5,102,16,0,2,0,3,9,0,40,0,0
6,57,55,2,5,2.5,0.5,5,0,0,3,0
6,215,40,3,3,3,3,496,4,6,0,1
1,0,0,0,0,0,0,0,0,0,0,0
6,195,55,7,3,3,0,17,3,115,2,0
6,149,76,1,0,3,0,65,1,171,28,0
6,149,15,8,1,3,0,26,0,"1,018.00",3,0
6,137,18,0,1,0,3,11,2,43,0,0
6,59,10,0,4,0,3,12,0,6,1,0
6,108,38,1,0,3,1,20,0,1,0,0
5,189,29,2,1,3,0,29,1,5,0,0
6,89,89,1,0,3,1,31,0,0,37,0
6,107,3,1,0,3,0,57,1,64,1,0
5,162,8,1,4,3,0,74,9,227,0,0
6,85,19,0,2,0,3,37,0,0,4,0
6,92,0,1,4,3,0.2,7,0,88,4,0
6,128,40,1,1,3,3,46,6,33,3,0
6,61,0,0,0,0,0,15,0,120,6,0
5,89,22,1,1,3,3,5,0,796,1,0
6,112,7,0,0,0,0,28,2,875,1,0
6,0,26,0,1,0,3,11,0,0,16,0
6,65,18,0,1,0,3,2,11,15,0,0
6,176,44,0,0,0,0,12,2,"1,037.00",0,0
4,7,7,1,1,0,0,34,0,0,0,0
6,51,35,5,16,3,0,43,0,1,4,0
1,0,0,0,0,0,0,0,0,0,0,0
6,9,28,0,0,0,0,51,1,5,2,0
6,0,7,0,1,0,3,9,0,0,10,0
6,217,21,5,4,3,0.2,7,4,"3,267.00",0,0
6,112,24,1,0,3,0,49,1,79,1,0
6,87,61,0,0,0,0,22,1,33,31,0
6,119,12,0,2,0,3,7,3,8,8,0
6,47,13,2,0,3,0,1,0,0,1,0
5,125,29,1,4,4,0.6,12,3,11,8,0
6,2,4,0,0,0,0,8,0,0,3,0
6,14,14,3,3,3,3,11,0,12,5,0
6,175,55,8,0,3,0,0,1,119,0,0
6,173,39,4,1,3,0.3,57,6,920,0,0
6,66,30,0,0,0,0,25,7,2,0,0
6,10,6,1,0,3,0,6,0,2,18,1
6,126,40,2,3,3,0,39,4,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0
5,38,38,1,1,3,3,24,0,8,31,0
6,87,4,2,2,3,0,20,2,20,4,0
6,0,23,0,1,0,3,1,1,0,6,0
6,50,29,0,0,0,0,29,1,0,8,0
6,156,2,3,1,3,0,60,0,0,3,0
6,46,47,0,1,0,3,19,2,2,4,0
5,0,22,1,1,0,3,17,0,1,6,0
6,191,49,1,1,3,3,56,0,"1,511.00",0,0
6,63,0,0,0,0,0,32,1,0,2,0
5,52,31,0,5,0,3,44,4,26,4,0
6,104,15,1,1,3,3,6,5,35,2,0
6,92,49,1,3,3,0,41,4,137,0,0
5,150,46,1,1,3,3,21,2,112,2,0
6,80,55,2,0,3,0,33,0,13,0,1
1,0,0,0,0,0,0,0,0,0,0,0
4,15,15,2,2,3,3,34,0,0,0,0
5,11,5,0,0,0,0,4,0,10,18,0
6,149,14,0,4,0,3,62,0,440,1,0
1,0,0,0,0,0,0,0,0,0,0,0
6,25,25,1,1,3,3,19,0,0,3,0
6,13,25,0,0,0,0,1,0,13,14,0
6,77,7,0,0,0,0,30,3,690,2,0
4,27,26,1,0,0,3,3,1,24,3,0
5,124,37,1,4,3,0.4,36,4,856,2,0
6,41,21,1,2,3,0,5,1,68,1,0
5,126,52,0,4,0,3,4,2,99,1,0
6,99,44,0,1,0,3,7,1,9,15,0
6,85,57,1,1,3,3,4,3,51,2,0
6,15,15,1,1,3,3,26,0,298,31,1
6,107,87,4,2,3,0,0,1,1,2,0
6,141,67,1,1,3,3,72,3,650,16,0
6,94,1,0,0,0,0,4,1,44,5,0
6,12,8,0,0,0,0,4,0,0,11,0
6,130,45,3,3,2.5,2.5,118,0,0,4,0
6,36,28,1,0,3,0,8,0,0,3,0
5,56,65,0,1,0,3,66,2,20,0,1
6,159,2,5,1,3,0,78,7,"2,587.00",0,0
6,121,47,0,1,0,2,9,1,53,1,1
6,0,0,0,0,0,0,0,0,9,31,0
6,101,73,1,1,3,3,3,3,3,10,0
6,101,15,0,0,0,0,10,2,2,0,0
6,162,54,3,3,3,0,61,3,31,3,0
5,217,9,8,0,3,0.4,132,0,"10,483.00",0,0
6,140,15,3,13,3,0,4,0,"1,390.00",1,0
6,72,65,1,1,3,3,165,1,0,5,0
3,0,0,0,0,0,0,4,0,0,0,0
6,131,8,0,0,0,0,1,2,704,1,0
6,0,0,0,0,0,0,0,0,26,31,0
6,145,23,2,5,3,0.1,18,1,513,2,0
5,150,22,0,3,0,3,44,0,93,0,0
5,83,34,2,0,3,0,15,0,2,1,0
6,90,26,0,3,0,3,4,0,90,1,0
6,106,70,1,1,2,0.5,20,1,99,8,0
6,70,53,0,2,0,3,1,0,24,12,0
6,94,14,1,2,3,0,27,2,126,2,0
2,0,0,0,0,0,0,0,0,0,0,0
5,122,66,16,15,3,0,114,0,0,0,0
4,0,25,1,1,3,3,16,0,35,0,0
6,38,38,2,1,3,3,29,0,1,10,0
6,0,0,0,0,0,0,7,0,0,5,0
6,89,16,2,1,3,0,12,0,2,3,0
6,48,39,0,0,0,0,15,0,0,1,0
6,137,24,1,0,3,0,45,0,38,0,0
6,0,0,0,0,0,0,0,0,0,31,0
2,0,0,0,0,0,0,0,0,0,0,0
5,78,54,0,0,0,0,1,0,0,9,0
6,0,0,0,0,0,0,17,0,0,2,0
5,175,115,4,5,3,0,125,3,0,3,0
2,0,0,0,0,0,0,0,0,0,0,0
6,74,38,0,0,0,0,32,4,2,2,0
6,160,84,15,9,3,0,71,5,8,4,0
5,63,54,2,0,3,0,6,0,0,1,0
6,108,2,0,0,0,0,55,0,136,2,0
6,0,4,0,0,0,0,7,0,10,12,0
5,135,78,4,1,3,0,49,1,9,10,0
4,95,44,4,3,3,0,42,0,0,0,0
6,0,0,0,1,0,3,10,0,2,0,0
6,119,100,2,0,3,0,1,2,22,0,0
6,185,66,1,3,3,0,159,13,"1,219.00",0,0
6,157,5,1,2,3,0,38,0,49,0,0
6,103,80,0,1,0,3,10,1,80,3,0
6,104,82,5,5,3,3,64,112,0,31,0
4,77,72,1,1,3,3,16,1,34,0,0
6,130,21,5,5,3,3,47,0,2,1,0
6,192,31,1,8,2,0.1,14,1,"3,140.00",1,0
6,101,9,0,4,0,2.3,108,0,0,3,0
4,62,6,2,1,3,3,2,3,2,0,0
6,134,86,5,4,3,1,23,3,1,1,0
6,108,20,2,4,3,0.2,40,2,78,1,0
6,205,57,7,1,3,0,51,2,605,2,0
6,0,0,0,0,0,0,0,0,0,0,0
6,220,36,5,1,3,0,91,3,2,0,0
6,101,1,0,0,0,0,5,0,558,0,0
6,86,71,3,7,3,0,13,0,20,0,0
6,37,13,0,1,0,3,5,0,2,3,0
6,167,12,9,8,2.7,0.3,118,2,112,0,0
4,20,54,0,1,0,3,30,1,5,0,0
6,72,21,0,0,0,0,0,0,"1,266.00",3,0
3,58,58,0,0,0,0,32,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0
4,105,31,0,2,0,3,16,3,17,3,0
5,81,11,0,0,0,0,36,17,37,2,0
3,0,0,0,0,0,0,0,0,0,0,0
5,24,57,0,7,0,3,2,1,2,6,0
6,165,16,1,1,3,3,21,11,"14,148.00",0,0
6,12,12,0,0,0,0,10,0,4,9,1
1,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0
5,115,13,1,1,3,3,293,3,247,1,0
5,148,21,4,1,3,0,183,0,2,1,0
5,119,13,1,0,3,0,8,2,117,0,0
6,197,32,0,4,0,3,20,0,6,0,0
6,7,7,0,0,0,0,16,0,0,2,0
6,34,30,0,1,0,3,3,0,0,18,1
6,85,19,0,0,0,0,81,0,72,0,0
6,126,106,3,3,2.5,2.5,45,2,0,1,0
5,22,6,0,0,0,0,8,0,43,6,0
6,128,25,0,2,0,2,22,0,1,2,0
6,123,5,0,4,0,3,1,2,959,0,0
5,146,3,0,0,0,0,24,0,626,0,1
5,101,10,0,0,0,0,12,6,1,1,1
6,108,14,0,3,0,3,4,0,57,6,0
6,74,15,0,3,0,3,13,1,29,4,0
2,0,0,0,0,0,0,0,0,0,0,0
5,49,6,1,1,0,3,10,0,11,4,0
1,0,0,0,0,0,0,0,0,0,0,0
6,143,134,0,0,0,0,218,1,26,0,0
6,49,49,1,1,3,3,22,0,4,31,0
6,22,38,0,1,0,3,48,0,92,3,0
6,99,14,2,7,3,0,21,2,217,0,0
6,11,11,1,1,3,3,13,0,1,4,0
5,108,18,4,5,3,0,67,2,177,0,0
6,74,23,0,1,0,3,16,0,1,3,0
5,123,18,0,6,0,3,28,1,38,0,0
5,0,0,0,0,0,0,2,0,144,4,0
5,0,0,0,0,0,0,4,0,0,2,0
3,9,9,0,0,0,0,44,0,0,0,0
4,135,44,2,1,3,0,48,1,0,0,0
6,0,7,0,0,0,0,30,0,11,12,0
6,24,12,1,1,0,0,19,0,1,1,0
5,108,18,0,0,0,0,1,0,1,11,0
6,208,1,0,9,0,2.9,7,1,"2,371.00",0,0
6,111,10,1,2,3,0,19,2,90,2,0
5,93,33,0,1,0,3,62,1,89,3,0
6,9,24,0,0,0,0,1,0,55,27,0
6,57,53,2,2,2.5,2.5,13,1,0,11,1
6,0,0,0,0,0,0,0,0,0,30,0
6,57,47,0,1,0,3,12,1,14,31,0
5,193,5,1,5,3,0,26,3,81,0,0
4,46,46,0,0,0,0,68,0,0,0,0
6,46,3,0,0,0,0,1,0,107,20,0
6,65,17,0,0,0,0,6,2,13,2,0
6,105,39,4,2,3,0,26,1,30,0,0
3,0,0,0,0,0,0,12,0,0,0,0
6,0,0,0,0,0,0,0,0,0,31,0
6,75,18,5,2,3,0,1,1,3,3,0
6,14,14,2,2,3,3,14,0,4,31,0
6,127,43,13,9,3,0,157,3,432,0,0
6,168,52,2,2,3,3,9,3,567,0,0
6,42,68,1,1,3,3,9,1,949,3,0
5,53,29,2,2,3,0.8,10,0,35,4,0
5,0,0,0,0,0,0,4,0,0,22,0
4,55,55,0,0,0,0,44,0,0,0,0
5,74,67,3,0,3,0,13,2,0,0,0
6,52,21,0,1,0,3,18,1,0,15,0
6,70,11,0,1,0,3,5,2,12,2,0
1,0,0,0,0,0,0,0,0,0,0,0
6,137,81,2,2,3,3,76,7,21,1,0
6,42,32,0,0,0,0,29,0,0,4,0
6,0,0,0,0,0,0,1,0,0,3,0
5,31,47,1,5,0,3,41,0,0,5,0
2,0,0,0,0,0,0,0,0,0,0,0
5,123,57,0,0,0,0,1,0,2,1,0
6,114,57,1,0,3,0,63,5,3,10,0
6,0,0,0,0,0,0,22,0,0,31,0
6,76,19,0,0,0,0,2,0,0,1,0
5,89,21,0,0,0,0,14,1,14,1,0
5,43,61,0,1,0,3,157,0,"5,111.00",0,0
5,0,0,0,0,0,0,0,0,0,0,0
6,67,52,2,2,3,3,14,3,3,0,0
5,52,32,4,2,3,0,6,0,7,8,0
6,99,29,6,5,3,0,7,2,165,2,0
6,33,33,2,2,3,3,15,0,0,6,0
5,183,19,8,1,3,0,9,8,101,1,0
6,83,83,0,1,0,3,146,0,0,16,0
6,88,47,0,1,0,2,192,2,0,0,0
6,7,0,2,1,3,0,20,0,0,23,0
5,0,0,0,0,0,0,4,0,0,10,0
5,25,6,0,1,0,3,22,0,57,2,0
5,0,0,1,1,3,3,6,0,0,23,0
6,0,7,0,0,0,0,20,0,0,7,0
4,11,6,4,4,3,3,5,0,4,6,0
2,0,0,0,0,0,0,0,0,0,0,0
4,121,61,5,5,3,3,111,0,0,0,0
5,84,8,4,1,3,0,7,0,7,2,0
6,123,16,4,3,2.8,0.3,2,1,620,4,0
6,143,19,1,0,3,0,4,7,99,2,0
6,38,7,0,0,0,0,10,0,0,1,0
5,154,131,0,1,0,3,42,2,8,2,0
4,28,19,1,1,3,3,12,0,0,0,0
5,0,0,0,0,0,0,7,0,6,20,0
2,0,0,0,0,0,0,0,0,0,0,0
5,170,38,10,11,3,0,30,5,"1,085.00",2,0
5,143,9,5,7,3,0.2,27,2,273,0,0
4,96,45,0,0,0,0,5,2,16,2,0
5,87,33,1,1,3,0,64,0,63,1,0
4,99,13,2,1,3.5,0.5,8,0,74,0,0
5,22,29,1,0,3,0,8,1,0,3,0
4,30,0,3,3,3,3,68,0,0,0,0
4,88,83,0,0,0,0,70,1,0,1,0
4,5,5,0,0,0,0,8,0,2,13,0
4,59,0,1,1,3,3,57,0,96,0,0
5,145,30,0,0,0,0,104,0,531,0,0
5,118,20,0,4,0,3,18,5,68,1,0
5,0,0,1,1,3,0,1,0,26,7,0
5,39,2,3,2,3,0,41,0,11,0,0
5,37,20,0,0,0,0,39,0,5,2,0
5,0,0,1,0,3,0,18,0,0,8,0
4,76,31,1,1,2,1,25,0,514,0,0
5,9,8,0,2,0,3,3,0,0,3,0
5,5,29,0,1,0,3,6,0,7,4,0
4,86,86,0,0,0,0,37,0,0,19,0
5,151,5,0,1,0,3,4,3,293,0,0
5,71,30,0,0,0,0,1,1,0,2,0
1,0,0,0,0,0,0,0,0,0,0,0
5,120,36,0,1,0,3,7,1,"1,389.00",0,0
5,112,63,0,0,0,0,78,5,0,2,0
5,26,5,4,4,3,3,23,0,13,0,0
4,10,0,0,0,0,0,60,0,0,0,0
5,75,75,6,5,3,0,94,2,16,21,0
5,0,0,1,1,3,3,32,0,0,31,0
4,89,6,0,2,0,3,15,1,75,0,0
5,117,20,0,2,0,3,14,4,5,3,0
5,162,137,4,4,2.5,2.5,42,1,1,5,0
5,134,90,2,0,2.5,0.5,129,16,3,3,0
4,7,7,1,1,3,3,54,0,0,0,0
4,0,5,0,0,0,0,12,0,53,6,0
4,59,44,1,1,3,3,33,1,1,0,0
5,101,50,1,1,3,0,22,5,25,0,0
5,77,42,0,1,0,3,11,0,0,10,0
4,168,7,0,1,0,3,47,5,"6,955.00",0,0
5,56,31,0,1,0,3,42,1,29,3,0
5,81,16,4,4,3,0.1,17,0,33,3,0
3,103,103,3,3,2.3,2.3,60,0,0,0,0
4,5,5,1,1,3,3,70,0,0,0,0
4,68,24,0,0,0,0,15,1,70,0,0
5,61,2,0,4,0,3,27,0,68,3,0
5,20,10,0,0,0,0,9,0,1,13,0
5,81,71,1,1,3,3,33,4,4,1,0
4,123,5,2,1,3,0,74,1,38,0,0
5,133,62,1,0,3,0,58,5,5,0,0
4,45,45,3,3,3,3,54,0,0,0,0
5,122,6,4,4,3,0.1,70,0,5,1,0
5,92,31,1,3,3,0,41,2,102,1,0
5,233,208,0,0,0,0,397,11,2,1,0
5,132,132,1,0,3,0,71,0,35,0,0
5,131,7,3,0,3,0.7,23,4,43,2,0
1,0,0,0,0,0,0,0,0,0,0,0
5,101,96,0,1,0,3,35,1,3,13,0
4,75,35,3,3,3,3,63,0,11,3,0
5,0,20,0,2,0,2.5,12,0,4,3,0
5,18,8,0,0,0,0,0,0,0,3,0
5,94,21,1,1,3,3,22,1,19,6,0
5,126,47,0,0,0,0,57,2,871,0,0
5,136,63,2,0,3,0,22,8,101,0,0
5,141,10,2,0,3,0,28,4,34,3,0
4,16,0,1,0,3,0,5,0,0,4,0
4,210,49,4,2,3,0,27,1,0,0,0
5,59,39,2,2,3,3,6,2,0,4,0
5,19,12,3,2,3,0,39,0,8,0,0
5,99,26,2,3,3,0,21,2,27,20,0
5,10,31,0,0,0,0,2,0,97,14,0
3,0,40,0,4,0,3,58,0,254,12,1
5,168,19,3,7,3,0,38,3,28,16,0
5,132,34,9,1,3,0,15,6,126,1,0
5,154,19,5,1,3,0,73,1,121,0,0
4,101,101,1,1,3,3,70,4,0,6,0
5,78,73,6,3,3,0,13,0,9,6,0
5,172,29,11,8,3,0,28,9,59,0,0
5,80,80,2,2,2.5,2.5,36,1,0,18,0
3,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0
5,91,28,0,2,0,3,32,2,52,0,0
5,138,47,0,0,0,0,17,1,1,3,0
3,47,47,0,0,0,0,18,0,0,0,0
5,18,18,1,1,2,2,9,0,5,6,0
5,24,36,0,0,0,0,9,0,1,4,0
4,54,54,6,6,3,3,72,0,0,0,0
5,102,6,1,5,3,0.2,36,1,17,3,0
5,17,38,0,0,0,0,18,0,50,0,0
3,12,12,2,2,3,3,42,0,0,0,0
5,0,0,0,0,0,0,0,0,0,31,0
5,18,18,3,0,3,0,9,0,0,4,0
5,172,124,7,3,3,0,24,7,613,0,0
5,149,10,0,3,0,3,70,1,644,1,0
4,139,7,2,10,3,0,57,1,284,2,0
5,137,16,0,1,0,3,2,7,9,0,0
5,150,10,0,1,0,0,43,0,906,3,0
5,153,61,1,1,3,0,44,3,908,0,0
5,5,5,0,0,0,0,6,0,41,31,0
5,112,52,0,2,0,3,21,1,1,3,0
3,5,5,0,0,0,0,32,0,0,0,0
4,141,124,0,0,0,0,78,17,49,0,0
5,86,73,3,3,3,3,61,2,7,10,0
4,140,89,6,6,3,3,164,7,1,0,0
5,0,0,0,0,0,0,2,0,0,31,0
4,0,0,0,0,0,0,1,0,0,26,0
5,44,9,0,1,0,3,9,0,80,4,0
5,61,11,0,9,0,3,39,1,166,0,0
5,78,27,3,2,3,0,1,2,2,0,0
5,28,28,0,0,0,0,34,0,0,17,0
5,77,16,2,2,2.5,0,7,2,16,1,0
2,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,1,0,3,10,0,1,14,0
5,122,66,2,2,3,0,23,4,10,1,0
5,33,33,0,0,0,0,8,1,0,3,0
5,57,28,5,0,3,0,4,1,23,0,0
5,0,6,0,2,0,3,32,0,3,2,0
5,4,6,0,0,0,0,6,0,0,7,0
5,136,17,0,7,0,3,74,1,288,0,0
5,0,0,0,0,0,0,1,0,0,22,0
4,175,3,1,0,3,0,135,1,"11,626.00",0,0
5,101,45,3,2,3,0,29,3,52,1,0
5,200,195,1,2,3,0,143,2,47,0,0
4,112,41,11,7,3,0,230,0,0,0,0
5,215,23,0,2,0,2.5,111,6,"1,100.00",0,0
5,148,32,0,2,0,3,44,2,125,2,0
5,149,49,1,1,3,0,53,1,161,2,0
4,125,42,2,0,3,0,57,5,12,0,0
5,155,1,2,9,3,0,103,0,1,0,0
5,0,0,0,0,0,0,9,0,0,7,0
3,0,0,0,0,0,0,4,0,0,0,0
5,48,6,0,2,0,2.5,7,0,2,1,0
4,105,60,1,1,3,3,14,0,11,0,0
5,84,84,4,4,3,3,213,0,0,1,0
4,108,25,5,4,3,0,102,0,32,0,0
2,0,0,0,0,0,0,0,0,0,0,0
5,198,113,4,4,3,3,170,2,37,1,0
5,70,11,0,0,0,0,61,3,58,2,0
4,129,105,6,5,3,0,80,6,5,0,0
4,149,96,5,4,3,0,52,76,0,0,0
5,113,67,0,15,0,3,9,7,18,0,0
5,55,40,0,1,0,3,7,0,0,9,0
4,22,7,0,0,0,0,17,0,34,0,0
4,178,63,1,0,2,2,37,1,10,1,0
5,35,26,1,5,3,0,66,0,158,0,0
4,145,78,4,4,3,3,6,1,176,0,0
5,92,1,0,3,0,3,11,1,79,9,0
4,143,55,3,2,2.7,0.1,60,4,5,0,0
2,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0
5,102,8,1,3,3,0,16,0,163,12,0
4,85,70,0,0,0,0,24,3,1,13,0
5,173,25,5,2,2.8,0.2,27,1,107,0,0
5,117,20,0,1,0,3,35,1,178,0,0
4,167,162,5,5,3,3,25,3,3,5,0
4,55,26,1,0,3,0,28,1,9,3,0
4,52,37,0,0,0,0,32,1,15,3,0
5,138,0,1,2,3,0,22,0,4,4,0
4,1,1,0,0,0,0,26,1,0,34,0
5,149,15,0,5,0,3,21,5,593,2,0
5,86,7,1,2,3,0,2,1,249,2,0
4,131,28,8,5,3,0,10,1,94,0,0
4,97,4,1,0,3,0,32,2,2,0,0
5,56,6,1,1,3,0,3,0,3,13,0
3,32,32,0,0,0,0,16,1,0,0,0
5,117,62,8,5,3,0,143,0,15,0,0
5,132,17,2,2,3,3,39,8,23,0,0
4,0,5,1,1,3,3,7,0,1,0,0
4,0,5,0,0,0,0,14,0,125,14,0
4,32,12,2,2,3,3,58,0,7,12,0
4,140,109,16,8,3,0,47,2,0,3,0
1,0,0,0,0,0,0,0,0,0,0,0
4,60,60,2,2,2.5,2.5,52,0,0,0,0
4,91,30,1,1,3,0.5,5,0,1,4,0
1,0,0,0,0,0,0,0,0,0,0,0
5,132,24,2,5,3,0,98,40,"2,408.00",0,0
5,0,0,0,0,0,0,11,0,5,20,0
5,121,11,0,5,0,3,63,2,422,0,0
5,108,78,1,4,2,0.6,38,4,0,16,0
4,203,9,0,5,0,3,16,2,7,0,0
5,97,22,1,1,2,2,20,2,28,0,0
3,0,0,0,0,0,0,0,0,0,0,0
5,168,2,0,6,0,3,52,1,49,3,0
5,15,38,0,1,0,3,105,0,64,0,0
5,198,10,1,9,3,0.1,28,2,716,0,0
5,32,22,0,1,0,0,0,0,58,4,0
4,20,2,3,3,3,3,6,0,82,3,0
4,97,97,3,3,3,3,106,34,0,34,0
5,43,32,1,2,3,0,18,0,121,9,0
5,103,22,2,7,3,0,17,3,42,0,0
2,0,0,0,0,0,0,0,0,0,0,0
4,86,51,0,1,0,3,83,1,13,0,0
4,181,176,1,1,0,0,76,5,0,0,0
4,11,6,3,3,3,3,1,0,12,3,0
3,53,53,0,0,0,0,16,2,0,0,0
5,68,38,0,3,0,3.7,18,1,19,0,0
5,87,74,2,2,3,3,26,0,1,2,0
5,12,38,2,17,3,0,29,0,91,11,0
3,0,0,0,0,0,0,4,0,0,0,0
5,95,28,0,1,0,3,30,0,4,3,0
5,76,55,6,5,3,0,16,0,3,0,0
5,111,85,1,0,3,0,30,2,2,1,0
4,146,146,3,3,3.3,3.3,344,2,0,0,0
4,74,74,1,1,2,2,61,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0
5,0,5,0,0,0,0,7,0,48,0,0
4,41,93,0,10,0,3,108,0,65,1,0
5,88,56,1,0,3,0,61,1,1,2,0
5,10,11,0,1,0,3,9,0,1,4,0
3,49,49,0,0,0,0,18,1,0,0,0
5,40,40,0,0,0,0,4,0,0,0,0
3,108,108,0,0,0,0,108,0,0,0,0
5,91,63,4,3,3,3,43,3,45,1,0
4,56,11,5,5,3,3,37,0,89,0,0
5,0,5,0,0,0,0,46,0,85,3,0
5,117,53,0,0,0,0,41,2,"3,051.00",3,0
5,112,46,0,4,0,3,5,1,7,0,0
5,182,5,3,3,3,0,1,1,132,1,0
