age,CHI_Month_0,CHI_0_1,Support_Cases_0,Support_Cases_0_1,SP_0,SP_0_1,Logins,Blog,Views,LastLogin,churn,,
 5.0 , 52.0 , (31.0), -   , (5.0), -   , (3.0), (44.0), (4.0), 26.0 , (4.0), -   ,,
 6.0 , 104.0 , (15.0), 1.0 , 1.0 , 3.0 , 3.0 , (6.0), (5.0), (35.0), (2.0), -   ,,
 6.0 , 92.0 , (49.0), 1.0 , (3.0), 3.0 , -   , 41.0 , (4.0), (137.0), -   , -   ,,
 5.0 , 150.0 , 46.0 , 1.0 , 1.0 , 3.0 , 3.0 , 21.0 , 2.0 , (112.0), 2.0 , -   ,,
 6.0 , 80.0 , 55.0 , 2.0 , -   , 3.0 , -   , 33.0 , -   , (13.0), -   , 1.0 ,,
 1.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,
 4.0 , 15.0 , 15.0 , 2.0 , 2.0 , 3.0 , 3.0 , 34.0 , -   , -   , -   , -   ,,
 5.0 , 11.0 , (5.0), -   , -   , -   , -   , 4.0 , -   , (10.0), 18.0 , -   ,,
 6.0 , 149.0 , 14.0 , -   , (4.0), -   , (3.0), 62.0 , -   , 440.0 , (1.0), -   ,,
 1.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,
 6.0 , 25.0 , 25.0 , 1.0 , 1.0 , 3.0 , 3.0 , 19.0 , -   , -   , (3.0), -   ,,
 6.0 , 13.0 , (25.0), -   , -   , -   , -   , (1.0), -   , 13.0 , 14.0 , -   ,,
 6.0 , 77.0 , (7.0), -   , -   , -   , -   , (30.0), (3.0), 690.0 , 2.0 , -   ,,
 4.0 , 27.0 , (26.0), 1.0 , -   , -   , (3.0), 3.0 , (1.0), 24.0 , 3.0 , -   ,,
 5.0 , 124.0 , (37.0), 1.0 , (4.0), 3.0 , 0.4 , (36.0), (4.0), 856.0 , 2.0 , -   ,,
 6.0 , 41.0 , (21.0), 1.0 , (2.0), 3.0 , -   , (5.0), (1.0), 68.0 , (1.0), -   ,,
 5.0 , 126.0 , 52.0 , -   , (4.0), -   , (3.0), (4.0), 2.0 , 99.0 , 1.0 , -   ,,
 6.0 , 99.0 , 44.0 , -   , (1.0), -   , (3.0), 7.0 , 1.0 , 9.0 , 15.0 , -   ,,
 6.0 , 85.0 , 57.0 , 1.0 , 1.0 , 3.0 , 3.0 , (4.0), 3.0 , 51.0 , (2.0), -   ,,
 6.0 , 15.0 , 15.0 , 1.0 , 1.0 , 3.0 , 3.0 , 26.0 , -   , (298.0), 31.0 , 1.0 ,,
 6.0 , 107.0 , 87.0 , 4.0 , 2.0 , 3.0 , -   , -   , 1.0 , 1.0 , (2.0), -   ,,
 6.0 , 141.0 , 67.0 , 1.0 , 1.0 , 3.0 , 3.0 , 72.0 , 3.0 , 650.0 , 16.0 , -   ,,
 6.0 , 94.0 , 1.0 , -   , -   , -   , -   , 4.0 , 1.0 , 44.0 , 5.0 , -   ,,
 6.0 , 12.0 , 8.0 , -   , -   , -   , -   , (4.0), -   , -   , 11.0 , -   ,,
 6.0 , 130.0 , 45.0 , 3.0 , 3.0 , 2.5 , 2.5 , 118.0 , -   , -   , 4.0 , -   ,,
 6.0 , 36.0 , 28.0 , 1.0 , -   , 3.0 , -   , 8.0 , -   , -   , (3.0), -   ,,
 5.0 , 56.0 , (65.0), -   , (1.0), -   , (3.0), (66.0), (2.0), 20.0 , -   , 1.0 ,,
 6.0 , 159.0 , (2.0), 5.0 , 1.0 , 3.0 , -   , 78.0 , 7.0 ," 2,587.0 ", -   , -   ,,
 6.0 , 121.0 , 47.0 , -   , (1.0), -   , (2.0), 9.0 , 1.0 , 53.0 , 1.0 , 1.0 ,,
 6.0 , -   , -   , -   , -   , -   , -   , -   , -   , (9.0), 31.0 , -   ,,
 6.0 , 101.0 , 73.0 , 1.0 , 1.0 , 3.0 , 3.0 , (3.0), 3.0 , 3.0 , 10.0 , -   ,,
 6.0 , 101.0 , (15.0), -   , -   , -   , -   , 10.0 , (2.0), 2.0 , -   , -   ,,
 6.0 , 162.0 , 54.0 , 3.0 , (3.0), 3.0 , -   , 61.0 , 3.0 , 31.0 , (3.0), -   ,,
 5.0 , 217.0 , 9.0 , 8.0 , -   , 3.0 , 0.4 , 132.0 , -   ," 10,483.0 ", -   , -   ,,
 6.0 , 140.0 , 15.0 , 3.0 , (13.0), 3.0 , -   , (4.0), -   ," 1,390.0 ", (1.0), -   ,,
 6.0 , 72.0 , 65.0 , 1.0 , 1.0 , 3.0 , 3.0 , 165.0 , 1.0 , -   , (5.0), -   ,,
 3.0 , -   , -   , -   , -   , -   , -   , 4.0 , -   , -   , -   , -   ,,
 6.0 , 131.0 , (8.0), -   , -   , -   , -   , (1.0), (2.0), 704.0 , 1.0 , -   ,,
 6.0 , -   , -   , -   , -   , -   , -   , -   , -   , (26.0), 31.0 , -   ,,
 6.0 , 145.0 , (23.0), 2.0 , (5.0), 3.0 , 0.1 , 18.0 , (1.0), 513.0 , (2.0), -   ,,
 5.0 , 150.0 , 22.0 , -   , (3.0), -   , (3.0), 44.0 , -   , 93.0 , -   , -   ,,
 5.0 , 83.0 , 34.0 , 2.0 , -   , 3.0 , -   , (15.0), -   , 2.0 , (1.0), -   ,,
 6.0 , 90.0 , 26.0 , -   , (3.0), -   , (3.0), (4.0), -   , 90.0 , (1.0), -   ,,
 6.0 , 106.0 , 70.0 , 1.0 , (1.0), 2.0 , (0.5), 20.0 , 1.0 , 99.0 , (8.0), -   ,,
 6.0 , 70.0 , 53.0 , -   , (2.0), -   , (3.0), (1.0), -   , (24.0), 12.0 , -   ,,
 6.0 , 94.0 , (14.0), 1.0 , (2.0), 3.0 , -   , 27.0 , 2.0 , 126.0 , (2.0), -   ,,
 2.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,
 5.0 , 122.0 , 66.0 , 16.0 , 15.0 , 3.0 , -   , 114.0 , -   , -   , -   , -   ,,
 4.0 , -   , (25.0), 1.0 , 1.0 , 3.0 , 3.0 , (16.0), -   , 35.0 , -   , -   ,,
 6.0 , 38.0 , 38.0 , 2.0 , 1.0 , 3.0 , 3.0 , 29.0 , -   , (1.0), 10.0 , -   ,,
 6.0 , -   , -   , -   , -   , -   , -   , (7.0), -   , -   , 5.0 , -   ,,
 6.0 , 89.0 , (16.0), 2.0 , (1.0), 3.0 , -   , 12.0 , -   , (2.0), 3.0 , -   ,,
 6.0 , 48.0 , 39.0 , -   , -   , -   , -   , 15.0 , -   , -   , (1.0), -   ,,
 6.0 , 137.0 , 24.0 , 1.0 , -   , 3.0 , -   , 45.0 , -   , 38.0 , -   , -   ,,
 6.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 31.0 , -   ,,
 2.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,
 5.0 , 78.0 , (54.0), -   , -   , -   , -   , 1.0 , -   , -   , 9.0 , -   ,,
 6.0 , -   , -   , -   , -   , -   , -   , (17.0), -   , -   , 2.0 , -   ,,
 5.0 , 175.0 , 115.0 , 4.0 , (5.0), 3.0 , -   , 125.0 , 3.0 , -   , (3.0), -   ,,
 2.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,
 6.0 , 74.0 , 38.0 , -   , -   , -   , -   , 32.0 , 4.0 , (2.0), (2.0), -   ,,
 6.0 , 160.0 , 84.0 , 15.0 , 9.0 , 3.0 , -   , 71.0 , 5.0 , 8.0 , 4.0 , -   ,,
 5.0 , 63.0 , 54.0 , 2.0 , -   , 3.0 , -   , 6.0 , -   , -   , (1.0), -   ,,
 6.0 , 108.0 , (2.0), -   , -   , -   , -   , 55.0 , -   , 136.0 , 2.0 , -   ,,
 6.0 , -   , (4.0), -   , -   , -   , -   , (7.0), -   , (10.0), 12.0 , -   ,,
 5.0 , 135.0 , 78.0 , 4.0 , 1.0 , 3.0 , -   , 49.0 , 1.0 , 9.0 , (10.0), -   ,,
 4.0 , 95.0 , 44.0 , 4.0 , 3.0 , 3.0 , -   , 42.0 , -   , -   , -   , -   ,,
 6.0 , -   , -   , -   , (1.0), -   , (3.0), (10.0), -   , (2.0), -   , -   ,,
 6.0 , 119.0 , 100.0 , 2.0 , -   , 3.0 , -   , 1.0 , 2.0 , (22.0), -   , -   ,,
 6.0 , 185.0 , 66.0 , 1.0 , (3.0), 3.0 , -   , 159.0 , 13.0 ," 1,219.0 ", -   , -   ,,
 6.0 , 157.0 , 5.0 , 1.0 , (2.0), 3.0 , -   , 38.0 , -   , 49.0 , -   , -   ,,
 6.0 , 103.0 , 80.0 , -   , (1.0), -   , (3.0), 10.0 , 1.0 , 80.0 , (3.0), -   ,,
 6.0 , 104.0 , 82.0 , 5.0 , 5.0 , 3.0 , 3.0 , 64.0 , 112.0 , -   , 31.0 , -   ,,
 4.0 , 77.0 , 72.0 , 1.0 , 1.0 , 3.0 , 3.0 , (16.0), 1.0 , 34.0 , -   , -   ,,
 6.0 , 130.0 , 21.0 , 5.0 , 5.0 , 3.0 , 3.0 , 47.0 , -   , 2.0 , 1.0 , -   ,,
 6.0 , 192.0 , 31.0 , 1.0 , (8.0), 2.0 , (0.1), 14.0 , (1.0)," 3,140.0 ", (1.0), -   ,,
 6.0 , 101.0 , 9.0 , -   , (4.0), -   , (2.3), 108.0 , -   , -   , 3.0 , -   ,,
 4.0 , 62.0 , 6.0 , 2.0 , 1.0 , 3.0 , 3.0 , 2.0 , (3.0), 2.0 , -   , -   ,,
 6.0 , 134.0 , 86.0 , 5.0 , 4.0 , 3.0 , 1.0 , 23.0 , (3.0), 1.0 , (1.0), -   ,,
 6.0 , 108.0 , (20.0), 2.0 , (4.0), 3.0 , (0.2), (40.0), (2.0), 78.0 , (1.0), -   ,,
 6.0 , 205.0 , 57.0 , 7.0 , (1.0), 3.0 , -   , 51.0 , (2.0), 605.0 , 2.0 , -   ,,
 6.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,
 6.0 , 220.0 , 36.0 , 5.0 , 1.0 , 3.0 , -   , 91.0 , (3.0), 2.0 , -   , -   ,,
 6.0 , 101.0 , (1.0), -   , -   , -   , -   , 5.0 , -   , 558.0 , -   , -   ,,
 6.0 , 86.0 , 71.0 , 3.0 , (7.0), 3.0 , -   , (13.0), -   , 20.0 , -   , -   ,,
 6.0 , 37.0 , 13.0 , -   , (1.0), -   , (3.0), (5.0), -   , 2.0 , (3.0), -   ,,
 6.0 , 167.0 , 12.0 , 9.0 , 8.0 , 2.7 , (0.3), 118.0 , 2.0 , 112.0 , -   , -   ,,
 4.0 , 20.0 , (54.0), -   , (1.0), -   , (3.0), (30.0), (1.0), 5.0 , -   , -   ,,
 6.0 , 72.0 , (21.0), -   , -   , -   , -   , -   , -   ," 1,266.0 ", 3.0 , -   ,,
 3.0 , 58.0 , 58.0 , -   , -   , -   , -   , 32.0 , -   , -   , -   , -   ,,
 1.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,
 4.0 , 105.0 , 31.0 , -   , (2.0), -   , (3.0), 16.0 , 3.0 , 17.0 , 3.0 , -   ,,
 5.0 , 81.0 , (11.0), -   , -   , -   , -   , (36.0), (17.0), 37.0 , 2.0 , -   ,,
 3.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,
 5.0 , 24.0 , (57.0), -   , (7.0), -   , (3.0), (2.0), (1.0), (2.0), 6.0 , -   ,,
 6.0 , 165.0 , (16.0), 1.0 , 1.0 , 3.0 , 3.0 , (21.0), 11.0 ," 14,148.0 ", -   , -   ,,
 6.0 , 12.0 , 12.0 , -   , -   , -   , -   , 10.0 , -   , 4.0 , (9.0), 1.0 ,,
 1.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,
 2.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,
 5.0 , 115.0 , (13.0), 1.0 , 1.0 , 3.0 , 3.0 , (293.0), (3.0), 247.0 , (1.0), -   ,,
 5.0 , 148.0 , 21.0 , 4.0 , 1.0 , 3.0 , -   , 183.0 , -   , 2.0 , (1.0), -   ,,
 5.0 , 119.0 , (13.0), 1.0 , -   , 3.0 , -   , (8.0), (2.0), 117.0 , -   , -   ,,
 6.0 , 197.0 , 32.0 , -   , (4.0), -   , (3.0), (20.0), -   , 6.0 , -   , -   ,,
 6.0 , 7.0 , 7.0 , -   , -   , -   , -   , 16.0 , -   , -   , 2.0 , -   ,,
 6.0 , 34.0 , (30.0), -   , (1.0), -   , (3.0), (3.0), -   , -   , 18.0 , 1.0 ,,
 6.0 , 85.0 , 19.0 , -   , -   , -   , -   , 81.0 , -   , (72.0), -   , -   ,,
 6.0 , 126.0 , 106.0 , 3.0 , 3.0 , 2.5 , 2.5 , 45.0 , 2.0 , -   , (1.0), -   ,,
 5.0 , 22.0 , (6.0), -   , -   , -   , -   , (8.0), -   , 43.0 , 6.0 , -   ,,
 6.0 , 128.0 , 25.0 , -   , (2.0), -   , (2.0), 22.0 , -   , 1.0 , 2.0 , -   ,,
 6.0 , 123.0 , (5.0), -   , (4.0), -   , (3.0), 1.0 , 2.0 , 959.0 , -   , -   ,,
 5.0 , 146.0 , 3.0 , -   , -   , -   , -   , 24.0 , -   , 626.0 , -   , 1.0 ,,
 5.0 , 101.0 , (10.0), -   , -   , -   , -   , 12.0 , 6.0 , (1.0), (1.0), 1.0 ,,
 6.0 , 108.0 , 14.0 , -   , (3.0), -   , (3.0), 4.0 , -   , 57.0 , (6.0), -   ,,
 6.0 , 74.0 , (15.0), -   , (3.0), -   , (3.0), 13.0 , (1.0), 29.0 , 4.0 , -   ,,
 2.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,
 5.0 , 49.0 , 6.0 , 1.0 , (1.0), -   , (3.0), 10.0 , -   , 11.0 , 4.0 , -   ,,
 1.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,
 6.0 , 143.0 , 134.0 , -   , -   , -   , -   , 218.0 , 1.0 , (26.0), -   , -   ,,
 6.0 , 49.0 , 49.0 , 1.0 , 1.0 , 3.0 , 3.0 , 22.0 , -   , (4.0), 31.0 , -   ,,
 6.0 , 22.0 , (38.0), -   , (1.0), -   , (3.0), (48.0), -   , 92.0 , 3.0 , -   ,,
 6.0 , 99.0 , (14.0), 2.0 , (7.0), 3.0 , -   , (21.0), (2.0), 217.0 , -   , -   ,,
 6.0 , 11.0 , 11.0 , 1.0 , 1.0 , 3.0 , 3.0 , 13.0 , -   , (1.0), 4.0 , -   ,,
 5.0 , 108.0 , 18.0 , 4.0 , (5.0), 3.0 , -   , 67.0 , (2.0), 177.0 , -   , -   ,,
 6.0 , 74.0 , 23.0 , -   , (1.0), -   , (3.0), (16.0), -   , 1.0 , 3.0 , -   ,,
 5.0 , 123.0 , (18.0), -   , (6.0), -   , (3.0), (28.0), (1.0), 38.0 , -   , -   ,,
 5.0 , -   , -   , -   , -   , -   , -   , 2.0 , -   , (144.0), (4.0), -   ,,
 5.0 , -   , -   , -   , -   , -   , -   , 4.0 , -   , -   , (2.0), -   ,,
 3.0 , 9.0 , 9.0 , -   , -   , -   , -   , 44.0 , -   , -   , -   , -   ,,
 4.0 , 135.0 , 44.0 , 2.0 , 1.0 , 3.0 , -   , 48.0 , (1.0), -   , -   , -   ,,
 6.0 , -   , (7.0), -   , -   , -   , -   , (30.0), -   , (11.0), 12.0 , -   ,,
 6.0 , 24.0 , 12.0 , 1.0 , 1.0 , -   , -   , 19.0 , -   , 1.0 , 1.0 , -   ,,
 5.0 , 108.0 , 18.0 , -   , -   , -   , -   , (1.0), -   , (1.0), 11.0 , -   ,,
 6.0 , 208.0 , (1.0), -   , (9.0), -   , (2.9), (7.0), (1.0)," 2,371.0 ", -   , -   ,,
 6.0 , 111.0 , (10.0), 1.0 , (2.0), 3.0 , -   , (19.0), (2.0), 90.0 , (2.0), -   ,,
 5.0 , 93.0 , (33.0), -   , (1.0), -   , (3.0), (62.0), (1.0), 89.0 , (3.0), -   ,,
 6.0 , 9.0 , (24.0), -   , -   , -   , -   , (1.0), -   , 55.0 , 27.0 , -   ,,
 6.0 , 57.0 , 53.0 , 2.0 , 2.0 , 2.5 , 2.5 , 13.0 , 1.0 , -   , 11.0 , 1.0 ,,
 6.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 30.0 , -   ,,
 6.0 , 57.0 , 47.0 , -   , (1.0), -   , (3.0), 12.0 , 1.0 , 14.0 , 31.0 , -   ,,
 5.0 , 193.0 , 5.0 , 1.0 , (5.0), 3.0 , -   , 26.0 , 3.0 , 81.0 , -   , -   ,,
 4.0 , 46.0 , 46.0 , -   , -   , -   , -   , 68.0 , -   , -   , -   , -   ,,
 6.0 , 46.0 , 3.0 , -   , -   , -   , -   , 1.0 , -   , (107.0), 20.0 , -   ,,
 6.0 , 65.0 , (17.0), -   , -   , -   , -   , (6.0), (2.0), 13.0 , 2.0 , -   ,,
 6.0 , 105.0 , 39.0 , 4.0 , (2.0), 3.0 , -   , 26.0 , 1.0 , 30.0 , -   , -   ,,
 3.0 , -   , -   , -   , -   , -   , -   , 12.0 , -   , -   , -   , -   ,,
 6.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 31.0 , -   ,,
 6.0 , 75.0 , 18.0 , 5.0 , 2.0 , 3.0 , -   , 1.0 , (1.0), 3.0 , 3.0 , -   ,,
 6.0 , 14.0 , 14.0 , 2.0 , 2.0 , 3.0 , 3.0 , 14.0 , -   , (4.0), 31.0 , -   ,,
 6.0 , 127.0 , (43.0), 13.0 , (9.0), 3.0 , -   , 157.0 , (3.0), 432.0 , -   , -   ,,
 6.0 , 168.0 , 52.0 , 2.0 , 2.0 , 3.0 , 3.0 , 9.0 , 3.0 , 567.0 , -   , -   ,,
 6.0 , 42.0 , (68.0), 1.0 , 1.0 , 3.0 , 3.0 , (9.0), (1.0), 949.0 , 3.0 , -   ,,
 5.0 , 53.0 , 29.0 , 2.0 , (2.0), 3.0 , 0.8 , 10.0 , -   , (35.0), 4.0 , -   ,,
 5.0 , -   , -   , -   , -   , -   , -   , (4.0), -   , -   , 22.0 , -   ,,
 4.0 , 55.0 , 55.0 , -   , -   , -   , -   , 44.0 , -   , -   , -   , -   ,,
 5.0 , 74.0 , 67.0 , 3.0 , -   , 3.0 , -   , 13.0 , 2.0 , -   , -   , -   ,,
 6.0 , 52.0 , 21.0 , -   , (1.0), -   , (3.0), 18.0 , (1.0), -   , (15.0), -   ,,
 6.0 , 70.0 , 11.0 , -   , (1.0), -   , (3.0), 5.0 , 2.0 , 12.0 , 2.0 , -   ,,
 1.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,
 6.0 , 137.0 , 81.0 , 2.0 , 2.0 , 3.0 , 3.0 , 76.0 , 7.0 , 21.0 , 1.0 , -   ,,
 6.0 , 42.0 , 32.0 , -   , -   , -   , -   , 29.0 , -   , -   , 4.0 , -   ,,
 6.0 , -   , -   , -   , -   , -   , -   , (1.0), -   , -   , 3.0 , -   ,,
 5.0 , 31.0 , (47.0), 1.0 , (5.0), -   , (3.0), (41.0), -   , -   , (5.0), -   ,,
 2.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,
 5.0 , 123.0 , 57.0 , -   , -   , -   , -   , 1.0 , -   , 2.0 , (1.0), -   ,,
 6.0 , 114.0 , 57.0 , 1.0 , -   , 3.0 , -   , 63.0 , 5.0 , 3.0 , (10.0), -   ,,
 6.0 , -   , -   , -   , -   , -   , -   , 22.0 , -   , -   , 31.0 , -   ,,
 6.0 , 76.0 , 19.0 , -   , -   , -   , -   , (2.0), -   , -   , (1.0), -   ,,
 5.0 , 89.0 , 21.0 , -   , -   , -   , -   , (14.0), 1.0 , (14.0), (1.0), -   ,,
 5.0 , 43.0 , (61.0), -   , (1.0), -   , (3.0), (157.0), -   ," 5,111.0 ", -   , -   ,,
 5.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,
 6.0 , 67.0 , 52.0 , 2.0 , 2.0 , 3.0 , 3.0 , 14.0 , 3.0 , 3.0 , -   , -   ,,
 5.0 , 52.0 , 32.0 , 4.0 , 2.0 , 3.0 , -   , (6.0), -   , (7.0), (8.0), -   ,,
 6.0 , 99.0 , (29.0), 6.0 , (5.0), 3.0 , -   , (7.0), (2.0), 165.0 , (2.0), -   ,,
 6.0 , 33.0 , 33.0 , 2.0 , 2.0 , 3.0 , 3.0 , 15.0 , -   , -   , (6.0), -   ,,
 5.0 , 183.0 , 19.0 , 8.0 , (1.0), 3.0 , -   , (9.0), (8.0), 101.0 , (1.0), -   ,,
 6.0 , 83.0 , 83.0 , -   , (1.0), -   , (3.0), 146.0 , -   , -   , (16.0), -   ,,
 6.0 , 88.0 , 47.0 , -   , (1.0), -   , (2.0), 192.0 , 2.0 , -   , -   , -   ,,
 6.0 , 7.0 , -   , 2.0 , 1.0 , 3.0 , -   , (20.0), -   , -   , (23.0), -   ,,
 5.0 , -   , -   , -   , -   , -   , -   , (4.0), -   , -   , (10.0), -   ,,
 5.0 , 25.0 , (6.0), -   , (1.0), -   , (3.0), 22.0 , -   , 57.0 , 2.0 , -   ,,
 5.0 , -   , -   , 1.0 , 1.0 , 3.0 , 3.0 , (6.0), -   , -   , 23.0 , -   ,,
 6.0 , -   , (7.0), -   , -   , -   , -   , (20.0), -   , -   , 7.0 , -   ,,
 4.0 , 11.0 , 6.0 , 4.0 , 4.0 , 3.0 , 3.0 , 5.0 , -   , 4.0 , 6.0 , -   ,,
 2.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,
 4.0 , 121.0 , 61.0 , 5.0 , 5.0 , 3.0 , 3.0 , 111.0 , -   , -   , -   , -   ,,
 5.0 , 84.0 , (8.0), 4.0 , 1.0 , 3.0 , -   , (7.0), -   , 7.0 , 2.0 , -   ,,
 6.0 , 123.0 , 16.0 , 4.0 , 3.0 , 2.8 , (0.3), 2.0 , 1.0 , 620.0 , (4.0), -   ,,
 6.0 , 143.0 , (19.0), 1.0 , -   , 3.0 , -   , 4.0 , (7.0), 99.0 , 2.0 , -   ,,
 6.0 , 38.0 , (7.0), -   , -   , -   , -   , (10.0), -   , -   , (1.0), -   ,,
 5.0 , 154.0 , 131.0 , -   , (1.0), -   , (3.0), 42.0 , 2.0 , 8.0 , (2.0), -   ,,
 4.0 , 28.0 , (19.0), 1.0 , 1.0 , 3.0 , 3.0 , 12.0 , -   , -   , -   , -   ,,
 5.0 , -   , -   , -   , -   , -   , -   , (7.0), -   , (6.0), 20.0 , -   ,,
 2.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,
 5.0 , 170.0 , (38.0), 10.0 , (11.0), 3.0 , -   , 30.0 , (5.0)," 1,085.0 ", (2.0), -   ,,
 5.0 , 143.0 , 9.0 , 5.0 , (7.0), 3.0 , 0.2 , 27.0 , (2.0), 273.0 , -   , -   ,,
 4.0 , 96.0 , 45.0 , -   , -   , -   , -   , 5.0 , 2.0 , 16.0 , 2.0 , -   ,,
 5.0 , 87.0 , 33.0 , 1.0 , (1.0), 3.0 , -   , 64.0 , -   , 63.0 , 1.0 , -   ,,
 4.0 , 99.0 , (13.0), 2.0 , (1.0), 3.5 , 0.5 , 8.0 , -   , 74.0 , -   , -   ,,
 5.0 , 22.0 , (29.0), 1.0 , -   , 3.0 , -   , (8.0), (1.0), -   , 3.0 , -   ,,
 4.0 , 30.0 , -   , 3.0 , 3.0 , 3.0 , 3.0 , 68.0 , -   , -   , -   , -   ,,
 4.0 , 88.0 , 83.0 , -   , -   , -   , -   , 70.0 , 1.0 , -   , 1.0 , -   ,,
 4.0 , 5.0 , 5.0 , -   , -   , -   , -   , 8.0 , -   , 2.0 , 13.0 , -   ,,
 4.0 , 59.0 , -   , 1.0 , 1.0 , 3.0 , 3.0 , (57.0), -   , 96.0 , -   , -   ,,
 5.0 , 145.0 , 30.0 , -   , -   , -   , -   , 104.0 , -   , 531.0 , -   , -   ,,
 5.0 , 118.0 , 20.0 , -   , (4.0), -   , (3.0), (18.0), (5.0), 68.0 , (1.0), -   ,,
 5.0 , -   , -   , 1.0 , (1.0), 3.0 , -   , 1.0 , -   , (26.0), (7.0), -   ,,
 5.0 , 39.0 , (2.0), 3.0 , 2.0 , 3.0 , -   , 41.0 , -   , (11.0), -   , -   ,,
 5.0 , 37.0 , 20.0 , -   , -   , -   , -   , 39.0 , -   , (5.0), (2.0), -   ,,
 5.0 , -   , -   , 1.0 , -   , 3.0 , -   , 18.0 , -   , -   , (8.0), -   ,,
 4.0 , 76.0 , (31.0), 1.0 , (1.0), 2.0 , (1.0), 25.0 , -   , 514.0 , -   , -   ,,
 5.0 , 9.0 , (8.0), -   , (2.0), -   , (3.0), (3.0), -   , -   , 3.0 , -   ,,
 5.0 , 5.0 , (29.0), -   , (1.0), -   , (3.0), (6.0), -   , (7.0), 4.0 , -   ,,
 4.0 , 86.0 , 86.0 , -   , -   , -   , -   , 37.0 , -   , -   , 19.0 , -   ,,
 5.0 , 151.0 , 5.0 , -   , (1.0), -   , (3.0), 4.0 , (3.0), 293.0 , -   , -   ,,
 5.0 , 71.0 , 30.0 , -   , -   , -   , -   , 1.0 , (1.0), -   , (2.0), -   ,,
 1.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,
 5.0 , 120.0 , (36.0), -   , (1.0), -   , (3.0), 7.0 , (1.0)," 1,389.0 ", -   , -   ,,
 5.0 , 112.0 , 63.0 , -   , -   , -   , -   , 78.0 , 5.0 , -   , (2.0), -   ,,
 5.0 , 26.0 , 5.0 , 4.0 , 4.0 , 3.0 , 3.0 , 23.0 , -   , 13.0 , -   , -   ,,
 4.0 , 10.0 , -   , -   , -   , -   , -   , 60.0 , -   , -   , -   , -   ,,
 5.0 , 75.0 , 75.0 , 6.0 , 5.0 , 3.0 , -   , 94.0 , 2.0 , (16.0), 21.0 , -   ,,
 5.0 , -   , -   , 1.0 , 1.0 , 3.0 , 3.0 , 32.0 , -   , -   , 31.0 , -   ,,
 4.0 , 89.0 , 6.0 , -   , (2.0), -   , (3.0), (15.0), 1.0 , 75.0 , -   , -   ,,
 5.0 , 117.0 , (20.0), -   , (2.0), -   , (3.0), (14.0), (4.0), 5.0 , 3.0 , -   ,,
 5.0 , 162.0 , 137.0 , 4.0 , 4.0 , 2.5 , 2.5 , 42.0 , 1.0 , (1.0), 5.0 , -   ,,
 5.0 , 134.0 , 90.0 , 2.0 , -   , 2.5 , (0.5), 129.0 , 16.0 , 3.0 , 3.0 , -   ,,
 4.0 , 7.0 , 7.0 , 1.0 , 1.0 , 3.0 , 3.0 , 54.0 , -   , -   , -   , -   ,,
 4.0 , -   , (5.0), -   , -   , -   , -   , (12.0), -   , 53.0 , 6.0 , -   ,,
 4.0 , 59.0 , 44.0 , 1.0 , 1.0 , 3.0 , 3.0 , (33.0), 1.0 , 1.0 , -   , -   ,,
 5.0 , 101.0 , 50.0 , 1.0 , (1.0), 3.0 , -   , 22.0 , 5.0 , (25.0), -   , -   ,,
 5.0 , 77.0 , 42.0 , -   , (1.0), -   , (3.0), 11.0 , -   , -   , (10.0), -   ,,
 4.0 , 168.0 , (7.0), -   , (1.0), -   , (3.0), (47.0), (5.0)," 6,955.0 ", -   , -   ,,
 5.0 , 56.0 , (31.0), -   , (1.0), -   , (3.0), (42.0), 1.0 , 29.0 , 3.0 , -   ,,
 5.0 , 81.0 , 16.0 , 4.0 , (4.0), 3.0 , 0.1 , 17.0 , -   , (33.0), 3.0 , -   ,,
 3.0 , 103.0 , 103.0 , 3.0 , 3.0 , 2.3 , 2.3 , 60.0 , -   , -   , -   , -   ,,
